Ticker,Date/Time,Open,High,Low,Close,Volume,Rel_Vol_21,H_L_Range,ATR,ADX_21,PDI_21,MDI_21,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6
FCEL,26.09.2014,311.16,327.01,292.44,301.08,159855,0.5,34.57,46.65,41,29,17,-4.57,-12.92,-19.62,-17.72,-19.92,-17.39
FCEL,03.10.2014,298.20,315.49,272.99,286.67,152271,0.4,42.50,46.45,40,27,18,-4.78,-9.13,-17.08,-23.46,-21.65,-23.75
FCEL,10.10.2014,288.12,288.12,237.70,242.02,214117,0.6,50.42,46.64,39,26,21,-15.58,-19.62,-23.29,-30.00,-35.38,-33.86
FCEL,17.10.2014,242.02,280.91,223.29,259.30,179443,0.5,57.62,47.17,37,24,21,7.14,-9.55,-13.88,-17.81,-25.00,-30.77
FCEL,24.10.2014,260.74,270.81,247.78,256.42,71168,0.2,23.03,46.02,36,24,20,-1.11,5.95,-10.55,-14.83,-18.72,-25.83
FCEL,31.10.2014,256.42,299.64,244.90,291.00,128492,0.4,54.74,46.43,35,25,19,13.48,12.22,20.24,1.51,-3.35,-7.76
FCEL,07.11.2014,299.64,331.33,276.59,303.96,233388,0.7,54.74,46.83,34,27,18,4.46,18.54,17.22,25.60,6.03,0.96
FCEL,14.11.2014,303.96,305.40,239.14,250.66,155588,0.4,66.27,47.75,33,25,21,-17.54,-13.86,-2.25,-3.33,3.57,-12.56
FCEL,21.11.2014,247.78,263.63,236.25,252.10,129665,0.4,27.37,46.78,32,25,20,0.57,-17.06,-13.37,-1.69,-2.78,4.17
FCEL,28.11.2014,252.10,260.74,237.70,240.58,62481,0.2,23.05,45.65,31,24,20,-4.57,-4.02,-20.85,-17.33,-6.18,-7.22
FCEL,05.12.2014,237.70,254.98,218.97,243.46,136922,0.4,36.01,45.19,30,23,21,1.20,-3.43,-2.87,-19.91,-16.34,-5.06
FCEL,12.12.2014,242.02,252.10,218.97,233.37,112974,0.3,33.13,44.62,29,22,20,-4.14,-2.99,-7.43,-6.90,-23.22,-19.80
FCEL,19.12.2014,233.37,252.82,208.88,229.05,185493,0.5,43.94,44.59,27,21,20,-1.85,-5.92,-4.79,-9.14,-8.62,-24.64
FCEL,26.12.2014,226.17,240.58,226.17,231.93,69912,0.2,14.41,43.15,26,21,20,1.26,-0.62,-4.73,-3.59,-8.00,-7.47
FCEL,02.01.2015,229.05,236.25,214.65,227.61,101395,0.3,21.61,42.12,25,21,21,-1.86,-0.63,-2.47,-6.51,-5.39,-9.71
FCEL,09.01.2015,226.17,229.05,203.12,206.00,105106,0.3,25.93,41.35,24,20,22,-9.49,-11.18,-10.06,-11.73,-15.38,-14.37
FCEL,16.01.2015,204.56,210.32,151.26,163.51,220444,0.6,59.06,42.20,24,19,26,-20.63,-28.16,-29.50,-28.62,-29.94,-32.84
FCEL,23.01.2015,168.55,169.99,155.58,161.34,116910,0.3,14.41,40.87,23,18,26,-1.32,-21.68,-29.11,-30.43,-29.56,-30.86
FCEL,30.01.2015,167.11,198.80,165.67,172.87,170297,0.5,33.13,40.71,23,21,25,7.14,5.73,-16.08,-24.05,-25.47,-24.53
FCEL,06.02.2015,172.87,182.95,164.23,178.63,82592,0.2,18.73,39.66,22,20,24,3.33,10.71,9.25,-13.29,-21.52,-22.98
FCEL,13.02.2015,178.63,201.68,177.19,188.72,131796,0.4,24.49,38.94,21,22,23,5.65,9.17,16.96,15.42,-8.39,-17.09
FCEL,20.02.2015,187.27,193.04,181.51,191.60,55985,0.2,11.52,37.64,20,22,23,1.53,7.26,10.83,18.75,17.18,-6.99
FCEL,27.02.2015,194.48,195.92,178.63,188.72,89372,0.3,17.29,36.67,19,21,23,-1.50,0.00,5.65,9.17,16.96,15.42
FCEL,06.03.2015,188.72,208.88,181.51,203.12,192552,0.7,27.37,36.22,18,22,22,7.63,6.02,7.63,13.71,17.50,25.89
FCEL,13.03.2015,207.44,207.44,177.19,178.63,173021,0.8,30.25,35.94,18,21,21,-12.06,-5.34,-6.77,-5.34,0.00,3.33
FCEL,20.03.2015,180.07,194.48,174.31,187.27,132195,0.6,20.17,35.19,17,21,21,4.84,-7.80,-0.76,-2.26,-0.76,4.84
FCEL,27.03.2015,185.83,190.16,174.31,178.63,98205,0.5,15.85,34.27,16,20,21,-4.62,0.00,-12.06,-5.34,-6.77,-5.34
FCEL,02.04.2015,178.63,185.83,171.43,182.95,96102,0.5,14.41,33.32,15,20,21,2.42,-2.31,2.42,-9.93,-3.05,-4.51
FCEL,10.04.2015,185.83,195.92,182.95,184.39,84305,0.5,12.97,32.35,15,21,20,0.79,3.23,-1.54,3.23,-9.22,-2.29
FCEL,17.04.2015,187.27,190.16,180.07,184.39,81039,0.5,10.08,31.29,14,21,21,0.00,0.79,3.23,-1.54,3.23,-9.22
FCEL,24.04.2015,190.16,194.48,184.39,187.27,135779,0.8,10.08,30.28,13,21,20,1.56,1.56,2.36,4.84,0.00,4.84
FCEL,01.05.2015,187.27,188.72,175.75,178.63,86838,0.5,12.97,29.46,13,21,21,-4.62,-3.12,-3.12,-2.36,0.00,-4.62
FCEL,08.05.2015,178.63,188.72,174.31,174.31,101022,0.6,14.41,28.74,12,20,21,-2.42,-6.92,-5.47,-5.47,-4.72,-2.42
FCEL,15.05.2015,174.31,184.39,174.31,177.19,122368,0.8,10.08,27.85,12,20,21,1.65,-0.81,-5.38,-3.91,-3.91,-3.15
FCEL,22.05.2015,178.63,178.63,165.67,168.55,85185,0.5,12.97,27.14,12,19,22,-4.88,-3.31,-5.65,-10.00,-8.59,-8.59
FCEL,29.05.2015,167.11,178.63,161.34,177.19,84995,0.5,17.29,26.67,11,19,22,5.13,0.00,1.65,-0.81,-5.38,-3.91
FCEL,05.06.2015,177.19,180.07,169.99,175.75,69258,0.5,10.08,25.88,11,19,21,-0.81,4.27,-0.81,0.83,-1.61,-6.15
FCEL,12.06.2015,178.63,178.63,155.58,158.46,124601,0.8,23.05,25.75,11,18,23,-9.84,-10.57,-5.98,-10.57,-9.09,-11.29
FCEL,19.06.2015,158.46,158.46,148.38,148.38,94750,0.6,10.08,25.00,11,17,24,-6.36,-15.57,-16.26,-11.97,-16.26,-14.88
FCEL,26.06.2015,146.94,152.70,123.89,148.38,189393,1.3,28.81,25.18,12,16,27,0.00,-6.36,-15.57,-16.26,-11.97,-16.26
FCEL,02.07.2015,145.50,151.26,126.77,131.12,97994,0.7,24.49,25.15,13,16,26,-11.63,-11.63,-17.25,-25.39,-26.00,-22.21
FCEL,10.07.2015,129.65,135.24,125.33,127.26,85701,0.6,9.91,24.43,13,15,26,-2.94,-14.23,-14.23,-19.69,-27.59,-28.18
FCEL,17.07.2015,126.77,136.75,126.77,131.80,63702,0.4,9.98,23.74,14,15,25,3.57,0.52,-11.17,-11.17,-16.83,-25.01
FCEL,24.07.2015,133.25,133.97,118.13,120.88,63270,0.5,15.85,23.36,14,15,26,-8.29,-5.01,-7.81,-18.53,-18.53,-23.72
FCEL,31.07.2015,121.01,133.20,116.69,121.27,52875,0.4,16.51,23.04,15,14,26,0.32,-7.99,-4.71,-7.51,-18.27,-18.27
FCEL,07.08.2015,118.27,122.45,98.10,99.14,89543,0.7,24.35,23.10,16,14,28,-18.25,-17.98,-24.78,-22.10,-24.39,-33.18
FCEL,14.08.2015,103.72,128.14,103.72,116.67,69525,0.5,24.42,23.38,17,14,27,17.68,-3.79,-3.48,-11.48,-8.32,-11.02
FCEL,21.08.2015,116.33,122.03,102.54,106.11,39990,0.3,19.49,23.19,17,13,26,-9.05,7.03,-12.50,-12.22,-19.49,-16.62
FCEL,28.08.2015,93.64,118.13,92.20,115.25,60113,0.5,25.93,23.32,18,13,26,8.61,-1.22,16.25,-4.97,-4.66,-12.56
FCEL,04.09.2015,116.69,136.85,114.28,131.65,59015,0.5,22.57,23.29,18,16,25,14.24,24.07,12.84,32.80,8.56,8.91
FCEL,11.09.2015,133.54,144.06,127.49,135.75,59420,0.5,16.57,22.97,18,17,24,3.11,17.79,27.93,16.35,36.92,11.94
